time	V(a)	V(b)	V(cin)	V(cout)	V(s0)	V(s1)	V(s2)	V(s3)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.219405e-008	4.407206e-008	1.322860e-007	1.322860e-007	1.322860e-007
5.000000000000000e-003	0.000000e+000	0.000000e+000	0.000000e+000	2.219405e-008	4.407206e-008	1.322860e-007	1.322860e-007	1.322860e-007
5.002180913591953e-003	0.000000e+000	0.000000e+000	2.180914e-002	2.219405e-008	2.180896e-002	1.322860e-007	1.322860e-007	1.322860e-007
5.006542740775859e-003	0.000000e+000	0.000000e+000	6.542741e-002	2.219405e-008	6.542712e-002	1.322860e-007	1.322860e-007	1.322860e-007
5.015266395143672e-003	0.000000e+000	0.000000e+000	1.526639e-001	2.219405e-008	1.526637e-001	1.322860e-007	1.322860e-007	1.322860e-007
5.032713703879298e-003	0.000000e+000	0.000000e+000	3.271371e-001	2.219405e-008	3.271367e-001	1.322860e-007	1.322860e-007	1.322860e-007
5.067608321350550e-003	0.000000e+000	0.000000e+000	6.760832e-001	2.219405e-008	6.760828e-001	1.322860e-007	1.322860e-007	1.322860e-007
5.106670821350550e-003	0.000000e+000	0.000000e+000	1.066708e+000	2.219405e-008	1.066708e+000	1.322860e-007	1.322860e-007	1.322860e-007
5.145733321350550e-003	0.000000e+000	0.000000e+000	1.457333e+000	2.219405e-008	1.457332e+000	1.322860e-007	1.322860e-007	1.322860e-007
5.184795821350550e-003	0.000000e+000	0.000000e+000	1.847958e+000	2.219405e-008	1.847957e+000	1.322860e-007	1.322860e-007	1.322860e-007
5.262920821350550e-003	0.000000e+000	0.000000e+000	2.629208e+000	2.219405e-008	2.629207e+000	1.322860e-007	1.322860e-007	1.322860e-007
5.380108321350550e-003	0.000000e+000	0.000000e+000	3.801083e+000	2.219405e-008	3.801081e+000	1.322860e-007	1.322860e-007	1.322860e-007
5.500477454724154e-003	0.000000e+000	0.000000e+000	5.000000e+000	2.219405e-008	5.000000e+000	1.322860e-007	1.322860e-007	1.322860e-007
1.000000000000000e-002	0.000000e+000	0.000000e+000	5.000000e+000	2.219405e-008	5.000000e+000	1.322860e-007	1.322860e-007	1.322860e-007
1.000000100000000e-002	3.750000e+000	5.000000e-006	5.000000e+000	1.868312e+000	3.083632e+000	1.859853e+000	1.859818e+000	1.859818e+000
1.000000200000000e-002	5.000000e+000	1.000000e-005	5.000000e+000	2.539601e+000	2.420574e+000	2.492451e+000	2.492430e+000	2.492431e+000
1.000000300000000e-002	5.000000e+000	1.500000e-005	5.000000e+000	2.569980e+000	2.405419e+000	2.500015e+000	2.500003e+000	2.500004e+000
1.000000400000000e-002	5.000000e+000	2.000000e-005	5.000000e+000	2.570965e+000	2.404965e+000	2.499995e+000	2.499978e+000	2.499979e+000
1.000000500000000e-002	5.000000e+000	2.500000e-005	5.000000e+000	2.628299e+000	2.385659e+000	2.494241e+000	2.497035e+000	2.496966e+000
1.000000500363682e-002	5.000000e+000	2.501818e-005	5.000000e+000	2.667742e+000	2.366799e+000	2.488828e+000	2.494164e+000	2.494032e+000
1.000000501091045e-002	5.000000e+000	2.505455e-005	5.000000e+000	2.793777e+000	2.294130e+000	2.467471e+000	2.481880e+000	2.481525e+000
1.000000502245538e-002	5.000000e+000	2.511228e-005	5.000000e+000	2.925525e+000	2.187389e+000	2.431724e+000	2.457076e+000	2.456455e+000
1.000000503499653e-002	5.000000e+000	2.517498e-005	5.000000e+000	3.036141e+000	2.083061e+000	2.381655e+000	2.413811e+000	2.413050e+000
1.000000505691161e-002	5.000000e+000	2.528456e-005	5.000000e+000	3.196584e+000	1.923274e+000	2.246828e+000	2.275986e+000	2.275568e+000
1.000000509077993e-002	5.000000e+000	2.545390e-005	5.000000e+000	3.416461e+000	1.701751e+000	1.958259e+000	1.959171e+000	1.960360e+000
1.000000509503593e-002	5.000000e+000	2.547518e-005	5.000000e+000	3.441710e+000	1.676269e+000	1.911121e+000	1.905218e+000	1.906784e+000
1.000000510354792e-002	5.000000e+000	2.551774e-005	5.000000e+000	3.489226e+000	1.628165e+000	1.801054e+000	1.776677e+000	1.779279e+000
1.000000510567591e-002	5.000000e+000	2.552838e-005	5.000000e+000	3.500803e+000	1.616341e+000	1.771977e+000	1.742463e+000	1.745361e+000
1.000000510993191e-002	5.000000e+000	2.554966e-005	5.000000e+000	3.523221e+000	1.593175e+000	1.709985e+000	1.669496e+000	1.672802e+000
1.000000511844390e-002	5.000000e+000	2.559222e-005	5.000000e+000	3.566979e+000	1.547502e+000	1.580586e+000	1.519351e+000	1.522270e+000
1.000000512057190e-002	5.000000e+000	2.560286e-005	5.000000e+000	3.577610e+000	1.536270e+000	1.547439e+000	1.484813e+000	1.486637e+000
1.000000512482789e-002	5.000000e+000	2.562414e-005	5.000000e+000	3.598143e+000	1.514225e+000	1.488529e+000	1.432063e+000	1.430400e+000
1.000000513333988e-002	5.000000e+000	2.566670e-005	5.000000e+000	3.637230e+000	1.471180e+000	1.406715e+000	1.360775e+000	1.354319e+000
1.000000515036386e-002	5.000000e+000	2.575182e-005	5.000000e+000	3.708335e+000	1.388648e+000	1.305972e+000	1.261487e+000	1.249588e+000
1.000000517750533e-002	5.000000e+000	2.588753e-005	5.000000e+000	3.804073e+000	1.265551e+000	1.198348e+000	1.137500e+000	1.118798e+000
1.000000521721109e-002	5.000000e+000	2.608606e-005	5.000000e+000	3.911165e+000	1.100982e+000	1.079957e+000	9.838508e-001	9.548276e-001
1.000000525713624e-002	5.000000e+000	2.628568e-005	5.000000e+000	3.983712e+000	9.525480e-001	9.871715e-001	8.496997e-001	8.092143e-001
1.000000529424838e-002	5.000000e+000	2.647124e-005	5.000000e+000	4.021831e+000	8.308387e-001	9.234216e-001	7.430872e-001	6.911069e-001
1.000000533385175e-002	5.000000e+000	2.666926e-005	5.000000e+000	4.034966e+000	7.203554e-001	8.836278e-001	6.511359e-001	5.866697e-001
1.000000540857956e-002	5.000000e+000	2.704290e-005	5.000000e+000	4.015340e+000	5.479037e-001	8.625676e-001	5.173554e-001	4.299170e-001
1.000000546491076e-002	5.000000e+000	2.732455e-005	5.000000e+000	3.968903e+000	4.438326e-001	8.877113e-001	4.430308e-001	3.387147e-001
1.000000552498059e-002	5.000000e+000	2.762490e-005	5.000000e+000	3.885615e+000	3.575071e-001	9.602760e-001	3.866890e-001	2.644515e-001
1.000000557475089e-002	5.000000e+000	2.787376e-005	5.000000e+000	3.785992e+000	3.011859e-001	1.054359e+000	3.519852e-001	2.148214e-001
1.000000563866700e-002	5.000000e+000	2.819334e-005	5.000000e+000	3.573941e+000	2.452320e-001	1.212837e+000	3.185459e-001	1.624738e-001
1.000000571116643e-002	5.000000e+000	2.855583e-005	5.000000e+000	3.139711e+000	1.940427e-001	1.421446e+000	2.880135e-001	1.110715e-001
1.000000572316483e-002	5.000000e+000	2.861582e-005	5.000000e+000	2.857056e+000	1.870283e-001	1.459558e+000	2.837623e-001	1.034814e-001
1.000000574716161e-002	5.000000e+000	2.873581e-005	5.000000e+000	1.794438e+000	1.746605e-001	1.539788e+000	2.761332e-001	8.934017e-002
1.000000575316081e-002	5.000000e+000	2.876580e-005	5.000000e+000	1.497321e+000	1.717013e-001	1.560110e+000	2.742994e-001	8.588906e-002
1.000000575466061e-002	5.000000e+000	2.877330e-005	5.000000e+000	1.422504e+000	1.709862e-001	1.565234e+000	2.738548e-001	8.504207e-002
1.000000575766021e-002	5.000000e+000	2.878830e-005	5.000000e+000	1.272961e+000	1.695649e-001	1.575480e+000	2.729694e-001	8.335410e-002
1.000000575841011e-002	5.000000e+000	2.879205e-005	5.000000e+000	1.236198e+000	1.692118e-001	1.578044e+000	2.727493e-001	8.293355e-002
1.000000575990991e-002	5.000000e+000	2.879955e-005	5.000000e+000	1.164896e+000	1.685093e-001	1.583175e+000	2.723114e-001	8.209491e-002
1.000000576028486e-002	5.000000e+000	2.880142e-005	5.000000e+000	1.148539e+000	1.683343e-001	1.584459e+000	2.722022e-001	8.188561e-002
1.000000576103476e-002	5.000000e+000	2.880517e-005	5.000000e+000	1.121658e+000	1.679855e-001	1.587027e+000	2.719847e-001	8.146790e-002
1.000000576253456e-002	5.000000e+000	2.881267e-005	5.000000e+000	1.082554e+000	1.672917e-001	1.592165e+000	2.715518e-001	8.063487e-002
1.000000576553415e-002	5.000000e+000	2.882767e-005	5.000000e+000	1.031947e+000	1.659190e-001	1.602450e+000	2.706948e-001	7.897852e-002
1.000000577153335e-002	5.000000e+000	2.885767e-005	5.000000e+000	9.686734e-001	1.632316e-001	1.623017e+000	2.690149e-001	7.570392e-002
1.000000578353175e-002	5.000000e+000	2.891766e-005	5.000000e+000	8.870754e-001	1.580769e-001	1.663731e+000	2.657771e-001	6.930187e-002
1.000000580752853e-002	5.000000e+000	2.903764e-005	5.000000e+000	7.797069e-001	1.485658e-001	1.742180e+000	2.594480e-001	5.705104e-002
1.000000585552211e-002	5.000000e+000	2.927761e-005	5.000000e+000	6.349620e-001	1.316047e-001	1.892369e+000	2.463052e-001	3.404565e-002
1.000000590075680e-002	5.000000e+000	2.950378e-005	5.000000e+000	5.405146e-001	1.177623e-001	2.032517e+000	2.328731e-001	1.404928e-002
1.000000594925105e-002	5.000000e+000	2.974626e-005	5.000000e+000	4.714162e-001	1.053709e-001	2.190962e+000	2.178224e-001	-5.160680e-003
1.000000602530659e-002	5.000000e+000	3.012653e-005	5.000000e+000	3.937774e-001	8.926415e-002	2.457572e+000	1.948163e-001	-3.159752e-002
1.000000609554873e-002	5.000000e+000	3.047774e-005	5.000000e+000	3.396116e-001	7.692677e-002	2.697299e+000	1.749427e-001	-5.246798e-002
1.000000615286267e-002	5.000000e+000	3.076431e-005	5.000000e+000	3.050102e-001	6.863341e-002	2.862210e+000	1.606703e-001	-6.613369e-002
1.000000622709127e-002	5.000000e+000	3.113546e-005	5.000000e+000	2.682538e-001	5.972592e-002	3.034534e+000	1.459149e-001	-7.795294e-002
1.000000632060926e-002	5.000000e+000	3.160305e-005	5.000000e+000	2.294984e-001	5.040625e-002	3.218821e+000	1.321422e-001	-8.060908e-002
1.000000640878206e-002	5.000000e+000	3.204391e-005	5.000000e+000	1.992343e-001	4.329157e-002	3.367178e+000	1.229040e-001	-6.003111e-002
1.000000652425635e-002	5.000000e+000	3.262128e-005	5.000000e+000	1.653309e-001	3.555133e-002	3.539147e+000	1.137507e-001	1.887336e-004
1.000000653915271e-002	5.000000e+000	3.269576e-005	5.000000e+000	1.614408e-001	3.469085e-002	3.559502e+000	1.128198e-001	1.268508e-002
1.000000656894543e-002	5.000000e+000	3.284473e-005	5.000000e+000	1.544006e-001	3.318438e-002	3.597454e+000	1.115349e-001	5.112246e-002
1.000000662853088e-002	5.000000e+000	3.314265e-005	5.000000e+000	1.415577e-001	3.053914e-002	3.668978e+000	1.100700e-001	2.422378e-001
1.000000674770176e-002	5.000000e+000	3.373851e-005	5.000000e+000	1.182103e-001	2.595493e-002	3.803906e+000	1.085676e-001	1.023743e+000
1.000000675594472e-002	5.000000e+000	3.377972e-005	5.000000e+000	1.167353e-001	2.568168e-002	3.812762e+000	1.084767e-001	1.199201e+000
1.000000677243064e-002	5.000000e+000	3.386215e-005	5.000000e+000	1.139781e-001	2.519680e-002	3.829824e+000	1.082716e-001	1.766793e+000
1.000000677655212e-002	5.000000e+000	3.388276e-005	5.000000e+000	1.132975e-001	2.507855e-002	3.834062e+000	1.082146e-001	1.909318e+000
1.000000677758249e-002	5.000000e+000	3.388791e-005	5.000000e+000	1.131290e-001	2.504954e-002	3.835116e+000	1.081993e-001	1.943518e+000
1.000000677964323e-002	5.000000e+000	3.389822e-005	5.000000e+000	1.127933e-001	2.499194e-002	3.837222e+000	1.081682e-001	2.001607e+000
1.000000678376471e-002	5.000000e+000	3.391882e-005	5.000000e+000	1.121264e-001	2.487822e-002	3.841419e+000	1.081032e-001	2.086067e+000
1.000000679200767e-002	5.000000e+000	3.396004e-005	5.000000e+000	1.108098e-001	2.465683e-002	3.849763e+000	1.079606e-001	2.196967e+000
1.000000680849358e-002	5.000000e+000	3.404247e-005	5.000000e+000	1.082319e-001	2.423427e-002	3.866284e+000	1.076324e-001	2.346208e+000
1.000000683162721e-002	5.000000e+000	3.415814e-005	5.000000e+000	1.047493e-001	2.369188e-002	3.889071e+000	1.070639e-001	2.496748e+000
1.000000687789447e-002	5.000000e+000	3.438947e-005	5.000000e+000	9.821166e-002	2.276951e-002	3.933410e+000	1.055828e-001	2.720906e+000
1.000000694980877e-002	5.000000e+000	3.474904e-005	5.000000e+000	8.901476e-002	2.166664e-002	3.999488e+000	1.026021e-001	2.988047e+000
1.000000706115223e-002	5.000000e+000	3.530576e-005	5.000000e+000	7.662991e-002	2.037261e-002	4.095818e+000	9.700260e-002	3.306449e+000
1.000000718859603e-002	5.000000e+000	3.594298e-005	5.000000e+000	6.445200e-002	1.899866e-002	4.198773e+000	8.964918e-002	3.604294e+000
1.000000726259201e-002	5.000000e+000	3.631296e-005	5.000000e+000	5.840420e-002	1.808141e-002	4.254062e+000	8.482377e-002	3.762101e+000
1.000000735176582e-002	5.000000e+000	3.675883e-005	5.000000e+000	5.209558e-002	1.682007e-002	4.315470e+000	7.885680e-002	3.948706e+000
1.000000744155120e-002	5.000000e+000	3.720776e-005	5.000000e+000	4.645686e-002	1.550543e-002	4.372710e+000	7.342707e-002	4.126154e+000
1.000000751916853e-002	5.000000e+000	3.759584e-005	5.000000e+000	4.211948e-002	1.438473e-002	4.418433e+000	6.928157e-002	4.258362e+000
1.000000758399308e-002	5.000000e+000	3.791997e-005	5.000000e+000	3.888316e-002	1.348740e-002	4.453787e+000	6.605776e-002	4.345491e+000
1.000000765632686e-002	5.000000e+000	3.828164e-005	5.000000e+000	3.561553e-002	1.253531e-002	4.490638e+000	6.256403e-002	4.417677e+000
1.000000770567124e-002	5.000000e+000	3.852836e-005	5.000000e+000	3.359207e-002	1.192162e-002	4.514165e+000	6.022558e-002	4.448889e+000
1.000000777579588e-002	5.000000e+000	3.887898e-005	5.000000e+000	3.102150e-002	1.110886e-002	4.545134e+000	5.690386e-002	4.461483e+000
1.000000788119657e-002	5.000000e+000	3.940598e-005	5.000000e+000	2.768172e-002	9.996367e-003	4.587393e+000	5.188258e-002	4.418861e+000
1.000000803664562e-002	5.000000e+000	4.018323e-005	5.000000e+000	2.363648e-002	8.545385e-003	4.642570e+000	4.470415e-002	4.237658e+000
1.000000818055348e-002	5.000000e+000	4.090277e-005	5.000000e+000	2.080972e-002	7.403293e-003	4.686368e+000	3.866057e-002	3.742069e+000
1.000000838069270e-002	5.000000e+000	4.190346e-005	5.000000e+000	1.787130e-002	6.030968e-003	4.739571e+000	3.105328e-002	2.324225e+000
1.000000838796890e-002	5.000000e+000	4.193985e-005	5.000000e+000	1.778859e-002	5.986295e-003	4.741325e+000	3.080058e-002	2.128897e+000
1.000000840252129e-002	5.000000e+000	4.201261e-005	5.000000e+000	1.765301e-002	5.903136e-003	4.744625e+000	3.032581e-002	1.475843e+000
1.000000840297606e-002	5.000000e+000	4.201488e-005	5.000000e+000	1.764885e-002	5.900558e-003	4.744728e+000	3.031103e-002	1.455694e+000
1.000000840388558e-002	5.000000e+000	4.201943e-005	5.000000e+000	1.764054e-002	5.895435e-003	4.744932e+000	3.028156e-002	1.418863e+000
1.000000840570463e-002	5.000000e+000	4.202852e-005	5.000000e+000	1.762370e-002	5.885213e-003	4.745340e+000	3.022252e-002	1.361410e+000
1.000000840934273e-002	5.000000e+000	4.204671e-005	5.000000e+000	1.758981e-002	5.864860e-003	4.746153e+000	3.010446e-002	1.285348e+000
1.000000841661892e-002	5.000000e+000	4.208309e-005	5.000000e+000	1.752326e-002	5.824476e-003	4.747768e+000	2.986991e-002	1.189672e+000
1.000000842919493e-002	5.000000e+000	4.214597e-005	5.000000e+000	1.741397e-002	5.755606e-003	4.750529e+000	2.947110e-002	1.079903e+000
1.000000845032991e-002	5.000000e+000	4.225165e-005	5.000000e+000	1.724620e-002	5.642490e-003	4.755079e+000	2.882185e-002	9.530879e-001
1.000000848973304e-002	5.000000e+000	4.244866e-005	5.000000e+000	1.696806e-002	5.439521e-003	4.763276e+000	2.767478e-002	7.934750e-001
1.000000855510059e-002	5.000000e+000	4.277550e-005	5.000000e+000	1.652937e-002	5.122405e-003	4.776171e+000	2.591864e-002	6.252190e-001
1.000000864771269e-002	5.000000e+000	4.323856e-005	5.000000e+000	1.580617e-002	4.709988e-003	4.793134e+000	2.368365e-002	4.846959e-001
1.000000875853778e-002	5.000000e+000	4.379269e-005	5.000000e+000	1.472176e-002	4.267020e-003	4.811664e+000	2.132876e-002	3.876528e-001
1.000000887121240e-002	5.000000e+000	4.435606e-005	5.000000e+000	1.354721e-002	3.873583e-003	4.828512e+000	1.926797e-002	3.256510e-001
1.000000903599936e-002	5.000000e+000	4.518000e-005	5.000000e+000	1.202686e-002	3.380204e-003	4.850235e+000	1.671679e-002	2.597651e-001
1.000000920091807e-002	5.000000e+000	4.600459e-005	5.000000e+000	1.080248e-002	2.954399e-003	4.869506e+000	1.454091e-002	2.071074e-001
1.000000929257484e-002	5.000000e+000	4.646288e-005	5.000000e+000	1.033473e-002	2.748404e-003	4.879069e+000	1.349154e-002	1.806843e-001
1.000000937837268e-002	5.000000e+000	4.689186e-005	5.000000e+000	1.012312e-002	2.576596e-003	4.887188e+000	1.261233e-002	1.547288e-001
1.000000948307553e-002	5.000000e+000	4.741538e-005	5.000000e+000	1.010254e-002	2.384262e-003	4.896370e+000	1.163028e-002	1.234869e-001
1.000000956034335e-002	5.000000e+000	4.780172e-005	5.000000e+000	1.052142e-002	2.254262e-003	4.902630e+000	1.097144e-002	1.049396e-001
1.000000967394566e-002	5.000000e+000	4.836973e-005	5.000000e+000	1.203733e-002	2.078628e-003	4.911147e+000	1.008221e-002	8.483982e-002
1.000000975045690e-002	5.000000e+000	4.875228e-005	5.000000e+000	1.281031e-002	1.968770e-003	4.916499e+000	9.523324e-003	7.499695e-002
1.000000982012133e-002	5.000000e+000	4.910061e-005	5.000000e+000	1.206040e-002	1.875726e-003	4.921047e+000	9.047932e-003	6.939428e-002
1.000000989623544e-002	5.000000e+000	4.948118e-005	5.000000e+000	9.278468e-003	1.780011e-003	4.925730e+000	8.556578e-003	6.576406e-002
1.000000996453649e-002	5.000000e+000	4.982268e-005	5.000000e+000	4.999868e-003	1.699129e-003	4.929687e+000	8.139508e-003	6.404781e-002
1.000001004875224e-002	5.000000e+000	5.024376e-005	5.000000e+000	-2.737441e-003	1.605463e-003	4.934264e+000	7.655739e-003	6.384118e-002
1.000001013779274e-002	5.000000e+000	5.068896e-005	5.000000e+000	-1.389420e-002	1.513192e-003	4.938759e+000	7.178807e-003	6.511872e-002
1.000001026685258e-002	5.000000e+000	5.133426e-005	5.000000e+000	-3.482138e-002	1.389857e-003	4.944739e+000	6.540407e-003	6.701273e-002
1.000001039668037e-002	5.000000e+000	5.198340e-005	5.000000e+000	-5.830200e-002	1.275481e-003	4.950248e+000	5.949103e-003	6.717390e-002
1.000001048759146e-002	5.000000e+000	5.243796e-005	5.000000e+000	-7.204822e-002	1.201628e-003	4.953777e+000	5.569913e-003	6.611150e-002
1.000001058027538e-002	5.000000e+000	5.290138e-005	5.000000e+000	-8.235405e-002	1.131668e-003	4.957091e+000	5.213911e-003	6.438486e-002
1.000001067634862e-002	5.000000e+000	5.338174e-005	5.000000e+000	-9.237285e-002	1.063974e-003	4.960266e+000	4.871516e-003	6.196536e-002
1.000001079257659e-002	5.000000e+000	5.396288e-005	5.000000e+000	-1.039755e-001	9.876395e-004	4.963808e+000	4.487244e-003	5.805483e-002
1.000001089576507e-002	5.000000e+000	5.447882e-005	5.000000e+000	-1.117024e-001	9.245438e-004	4.966700e+000	4.171746e-003	5.399349e-002
1.000001099954454e-002	5.000000e+000	5.499772e-005	5.000000e+000	-1.128351e-001	8.651443e-004	4.969390e+000	3.876644e-003	4.952620e-002
1.000001106369043e-002	5.000000e+000	5.531845e-005	5.000000e+000	-1.012343e-001	8.304853e-004	4.970943e+000	3.704963e-003	4.634375e-002
1.000001113464032e-002	5.000000e+000	5.567320e-005	5.000000e+000	-6.263331e-002	7.941136e-004	4.972556e+000	3.525497e-003	4.241130e-002
1.000001121047645e-002	5.000000e+000	5.605238e-005	5.000000e+000	1.871313e-002	7.569520e-004	4.974187e+000	3.343562e-003	3.829324e-002
1.000001127285290e-002	5.000000e+000	5.636426e-005	5.000000e+000	2.529895e-001	7.277975e-004	4.975454e+000	3.202188e-003	3.542643e-002
1.000001135195283e-002	5.000000e+000	5.675976e-005	5.000000e+000	9.475365e-001	6.921395e-004	4.976992e+000	3.030355e-003	3.246665e-002
1.000001135327604e-002	5.000000e+000	5.676638e-005	5.000000e+000	1.038533e+000	6.915572e-004	4.977017e+000	3.027555e-003	3.242473e-002
1.000001135592246e-002	5.000000e+000	5.677961e-005	5.000000e+000	1.372428e+000	6.904094e-004	4.977066e+000	3.022040e-003	3.234933e-002
1.000001136121531e-002	5.000000e+000	5.680608e-005	5.000000e+000	2.036979e+000	6.881180e-004	4.977164e+000	3.011024e-003	3.219895e-002
1.000001136253852e-002	5.000000e+000	5.681269e-005	5.000000e+000	2.196903e+000	6.875461e-004	4.977189e+000	3.008275e-003	3.216150e-002
1.000001136286933e-002	5.000000e+000	5.681435e-005	5.000000e+000	2.231414e+000	6.874033e-004	4.977195e+000	3.007588e-003	3.215215e-002
1.000001136353093e-002	5.000000e+000	5.681765e-005	5.000000e+000	2.283767e+000	6.871179e-004	4.977207e+000	3.006215e-003	3.213342e-002
1.000001136485415e-002	5.000000e+000	5.682427e-005	5.000000e+000	2.356728e+000	6.865474e-004	4.977231e+000	3.003470e-003	3.209599e-002
1.000001136750057e-002	5.000000e+000	5.683750e-005	5.000000e+000	2.452238e+000	6.854083e-004	4.977280e+000	2.997989e-003	3.202131e-002
1.000001137279342e-002	5.000000e+000	5.686397e-005	5.000000e+000	2.577088e+000	6.831374e-004	4.977376e+000	2.987055e-003	3.187273e-002
1.000001138337911e-002	5.000000e+000	5.691690e-005	5.000000e+000	2.745380e+000	6.786247e-004	4.977569e+000	2.965311e-003	3.157899e-002
1.000001140455051e-002	5.000000e+000	5.702275e-005	5.000000e+000	2.980079e+000	6.697142e-004	4.977947e+000	2.922323e-003	3.100624e-002
1.000001144689329e-002	5.000000e+000	5.723447e-005	5.000000e+000	3.317281e+000	6.522973e-004	4.978683e+000	2.838203e-003	2.991282e-002
1.000001151589946e-002	5.000000e+000	5.757950e-005	5.000000e+000	3.720609e+000	6.248535e-004	4.979832e+000	2.705614e-003	2.823034e-002
1.000001159387885e-002	5.000000e+000	5.796940e-005	5.000000e+000	4.049435e+000	5.952349e-004	4.981060e+000	2.562750e-003	2.645610e-002
1.000001169243281e-002	5.000000e+000	5.846216e-005	5.000000e+000	4.348255e+000	5.596909e-004	4.982514e+000	2.391979e-003	2.440837e-002
1.000001176947540e-002	5.000000e+000	5.884738e-005	5.000000e+000	4.520522e+000	5.333789e-004	4.983576e+000	2.266215e-003	2.294290e-002
1.000001185641942e-002	5.000000e+000	5.928210e-005	5.000000e+000	4.655283e+000	5.056107e-004	4.984678e+000	2.134312e-003	2.133025e-002
1.000001201851522e-002	5.000000e+000	6.009258e-005	5.000000e+000	4.812830e+000	4.578396e-004	4.986535e+000	1.909390e-003	1.832696e-002
1.000001220747522e-002	5.000000e+000	6.103738e-005	5.000000e+000	4.911787e+000	4.075849e-004	4.988437e+000	1.675907e-003	1.515764e-002
1.000001243163068e-002	5.000000e+000	6.215816e-005	5.000000e+000	4.962413e+000	3.552707e-004	4.990348e+000	1.436738e-003	1.220070e-002
1.000001269810153e-002	5.000000e+000	6.349051e-005	5.000000e+000	4.984764e+000	3.022628e-004	4.992201e+000	1.198565e-003	9.725733e-003
1.000001306423328e-002	5.000000e+000	6.532117e-005	5.000000e+000	4.994322e+000	2.429389e-004	4.994159e+000	9.379570e-004	7.431789e-003
1.000001357808274e-002	5.000000e+000	6.789041e-005	5.000000e+000	4.998003e+000	1.784924e-004	4.996134e+000	6.633608e-004	5.222803e-003
1.000001415013533e-002	5.000000e+000	7.075068e-005	5.000000e+000	4.999107e+000	1.266964e-004	4.997575e+000	4.512532e-004	3.546521e-003
1.000001491561587e-002	5.000000e+000	7.457808e-005	5.000000e+000	4.999594e+000	8.007824e-005	4.998719e+000	2.695310e-004	2.101521e-003
1.000001571870430e-002	5.000000e+000	7.859352e-005	5.000000e+000	4.999804e+000	4.960647e-005	4.999361e+000	1.572937e-004	1.210944e-003
1.000001686554341e-002	5.000000e+000	8.432772e-005	5.000000e+000	4.999909e+000	2.573887e-005	4.999770e+000	7.552738e-005	5.684437e-004
1.000001835450391e-002	5.000000e+000	9.177252e-005	5.000000e+000	4.999959e+000	1.107345e-005	4.999961e+000	2.931320e-005	2.120873e-004
1.000002056079496e-002	5.000000e+000	1.028040e-004	5.000000e+000	4.999982e+000	3.206873e-006	5.000023e+000	7.237664e-006	4.834004e-005
1.000002329265502e-002	5.000000e+000	1.164633e-004	5.000000e+000	4.999992e+000	6.522773e-007	5.000026e+000	1.069546e-006	5.527143e-006
1.000002728393562e-002	5.000000e+000	1.364197e-004	5.000000e+000	4.999997e+000	1.456609e-007	5.000016e+000	1.488437e-007	2.487603e-007
1.000003257953648e-002	5.000000e+000	1.628977e-004	5.000000e+000	4.999999e+000	1.084212e-007	5.000010e+000	1.080812e-007	1.091908e-007
1.000004068153791e-002	5.000000e+000	2.034077e-004	5.000000e+000	4.999999e+000	1.117597e-007	5.000006e+000	1.118393e-007	1.210197e-007
1.000005200510292e-002	5.000000e+000	2.600255e-004	5.000000e+000	5.000000e+000	1.111689e-007	5.000004e+000	1.111401e-007	1.086869e-007
1.000006993166023e-002	5.000000e+000	3.496583e-004	5.000000e+000	5.000000e+000	1.113756e-007	5.000002e+000	1.113875e-007	1.136554e-007
1.000009689435894e-002	5.000000e+000	4.844718e-004	5.000000e+000	5.000000e+000	1.112934e-007	5.000001e+000	1.112861e-007	1.097332e-007
1.000014378274633e-002	5.000000e+000	7.189137e-004	5.000000e+000	5.000000e+000	1.113373e-007	5.000000e+000	1.113411e-007	1.122793e-007
1.000022752889381e-002	5.000000e+000	1.137645e-003	5.000000e+000	5.000000e+000	1.113151e-007	5.000000e+000	1.113129e-007	1.107283e-007
1.000039502118877e-002	5.000000e+000	1.975106e-003	5.000000e+000	5.000000e+000	1.113268e-007	5.000000e+000	1.113279e-007	1.116189e-007
1.000073000577870e-002	5.000000e+000	3.650029e-003	5.000000e+000	5.000000e+000	1.113213e-007	5.000000e+000	1.113208e-007	1.111758e-007
1.000139997495856e-002	5.000000e+000	6.999875e-003	5.000000e+000	5.000000e+000	1.113240e-007	5.000000e+000	1.113242e-007	1.113967e-007
1.000273991331828e-002	5.000000e+000	1.369957e-002	5.000000e+000	5.000000e+000	1.113226e-007	5.000000e+000	1.113225e-007	1.112864e-007
1.001077954347660e-002	5.000000e+000	5.389772e-002	5.000000e+000	5.000000e+000	1.113230e-007	5.000000e+000	1.113229e-007	1.113139e-007
1.004293806410987e-002	5.000000e+000	2.146903e-001	5.000000e+000	5.000000e+000	1.113195e-007	5.000000e+000	1.113195e-007	1.113174e-007
1.008200056410987e-002	5.000000e+000	4.100028e-001	5.000000e+000	5.000000e+000	1.107790e-007	5.000000e+000	1.107790e-007	1.107873e-007
1.012106306410987e-002	5.000000e+000	6.053153e-001	5.000000e+000	5.000000e+000	1.023837e-007	5.000000e+000	1.023823e-007	1.022609e-007
1.016012556410986e-002	5.000000e+000	8.006278e-001	5.000000e+000	5.000000e+000	7.797770e-008	5.000000e+000	7.798060e-008	7.824322e-008
