time	V(a1)	V(b1)	V(cin)	V(cout)	V(s)
1.037664061225149e-002	0.000000e+000	1.883203e+000	5.000000e+000	6.980737e-002	4.896000e+000
1.037664205781869e-002	0.000000e+000	1.883210e+000	5.000000e+000	9.779843e-002	4.895985e+000
1.037664494895308e-002	0.000000e+000	1.883225e+000	5.000000e+000	1.976206e-001	4.895956e+000
1.037664709804700e-002	0.000000e+000	1.883235e+000	5.000000e+000	3.258058e-001	4.895933e+000
1.037664737840857e-002	0.000000e+000	1.883237e+000	5.000000e+000	3.578964e-001	4.895930e+000
1.037664793913171e-002	0.000000e+000	1.883240e+000	5.000000e+000	4.770798e-001	4.895925e+000
1.037664851280070e-002	0.000000e+000	1.883243e+000	5.000000e+000	7.053954e-001	4.895919e+000
1.037664865621794e-002	0.000000e+000	1.883243e+000	5.000000e+000	1.000572e+000	4.895917e+000
1.037664894305244e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.237567e+000	4.895914e+000
1.037664895002859e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.304768e+000	4.895914e+000
1.037664896398090e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.502804e+000	4.895914e+000
1.037664897618917e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.673218e+000	4.895914e+000
1.037664897967724e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.718993e+000	4.895914e+000
1.037664898665339e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.793117e+000	4.895914e+000
1.037664900060570e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.888726e+000	4.895914e+000
1.037664902851031e-002	0.000000e+000	1.883245e+000	5.000000e+000	2.999003e+000	4.895913e+000
1.037664908431954e-002	0.000000e+000	1.883245e+000	5.000000e+000	3.134454e+000	4.895913e+000
1.037664919593799e-002	0.000000e+000	1.883246e+000	5.000000e+000	3.316320e+000	4.895912e+000
1.037664941835700e-002	0.000000e+000	1.883247e+000	5.000000e+000	3.571913e+000	4.895909e+000
1.037664976254215e-002	0.000000e+000	1.883249e+000	5.000000e+000	3.855251e+000	4.895905e+000
1.037665043818834e-002	0.000000e+000	1.883252e+000	5.000000e+000	4.237911e+000	4.895898e+000
1.037665178948073e-002	0.000000e+000	1.883259e+000	5.000000e+000	4.767911e+000	4.895885e+000
1.037665222490950e-002	0.000000e+000	1.883261e+000	5.000000e+000	4.876071e+000	4.895880e+000
1.037665260053129e-002	0.000000e+000	1.883263e+000	5.000000e+000	4.923476e+000	4.895877e+000
1.037665313189290e-002	0.000000e+000	1.883266e+000	5.000000e+000	4.961670e+000	4.895872e+000
1.037665356069615e-002	0.000000e+000	1.883268e+000	5.000000e+000	4.979680e+000	4.895868e+000
1.037665403798031e-002	0.000000e+000	1.883270e+000	5.000000e+000	4.989280e+000	4.895863e+000
1.037665471511452e-002	0.000000e+000	1.883274e+000	5.000000e+000	4.994148e+000	4.895855e+000
1.037665568342539e-002	0.000000e+000	1.883278e+000	5.000000e+000	4.995951e+000	4.895845e+000
1.037665706884485e-002	0.000000e+000	1.883285e+000	5.000000e+000	4.996573e+000	4.895830e+000
1.037665957548454e-002	0.000000e+000	1.883298e+000	5.000000e+000	4.997221e+000	4.895804e+000
1.037666458876392e-002	0.000000e+000	1.883323e+000	5.000000e+000	4.998076e+000	4.895753e+000
1.037667368534514e-002	0.000000e+000	1.883368e+000	5.000000e+000	4.998886e+000	4.895659e+000
1.037668329906909e-002	0.000000e+000	1.883417e+000	5.000000e+000	4.999356e+000	4.895560e+000
1.037669557215722e-002	0.000000e+000	1.883478e+000	5.000000e+000	4.999713e+000	4.895433e+000
1.037670856759855e-002	0.000000e+000	1.883543e+000	5.000000e+000	4.999881e+000	4.895300e+000
1.037671853205772e-002	0.000000e+000	1.883593e+000	5.000000e+000	4.999916e+000	4.895197e+000
1.037673170427822e-002	0.000000e+000	1.883659e+000	5.000000e+000	4.999933e+000	4.895061e+000
1.037675176980547e-002	0.000000e+000	1.883759e+000	5.000000e+000	4.999950e+000	4.894855e+000
1.037679190085997e-002	0.000000e+000	1.883960e+000	5.000000e+000	4.999969e+000	4.894440e+000
1.037683099635889e-002	0.000000e+000	1.884155e+000	5.000000e+000	4.999978e+000	4.894036e+000
1.037689465992859e-002	0.000000e+000	1.884473e+000	5.000000e+000	4.999986e+000	4.893376e+000
1.037696587284447e-002	0.000000e+000	1.884829e+000	5.000000e+000	4.999991e+000	4.892637e+000
1.037707387184741e-002	0.000000e+000	1.885369e+000	5.000000e+000	4.999995e+000	4.891513e+000
1.037719914843446e-002	0.000000e+000	1.885996e+000	5.000000e+000	4.999998e+000	4.890204e+000
1.037741125223426e-002	0.000000e+000	1.887056e+000	5.000000e+000	4.999994e+000	4.887981e+000
1.037744880292578e-002	0.000000e+000	1.887244e+000	5.000000e+000	4.999995e+000	4.887587e+000
1.037752390430882e-002	0.000000e+000	1.887619e+000	5.000000e+000	5.000000e+000	4.886795e+000
1.037767410707491e-002	0.000000e+000	1.888371e+000	5.000000e+000	5.000000e+000	4.885206e+000
1.037784823451442e-002	0.000000e+000	1.889241e+000	5.000000e+000	5.000000e+000	4.883356e+000
1.037806379301804e-002	0.000000e+000	1.890319e+000	5.000000e+000	5.000000e+000	4.881052e+000
1.037842987668283e-002	0.000000e+000	1.892149e+000	5.000000e+000	5.000000e+000	4.877105e+000
1.037904639281324e-002	0.000000e+000	1.895232e+000	5.000000e+000	5.000000e+000	4.870378e+000
1.037971178621964e-002	0.000000e+000	1.898559e+000	5.000000e+000	5.000000e+000	4.863019e+000
1.038024971600263e-002	0.000000e+000	1.901249e+000	5.000000e+000	5.000000e+000	4.856979e+000
1.038096763331398e-002	0.000000e+000	1.904838e+000	5.000000e+000	5.000000e+000	4.848783e+000
1.038196855442670e-002	0.000000e+000	1.909843e+000	5.000000e+000	5.000000e+000	4.837101e+000
1.038377896488257e-002	0.000000e+000	1.918895e+000	5.000000e+000	5.000000e+000	4.815344e+000
1.038599865799262e-002	0.000000e+000	1.929993e+000	5.000000e+000	5.000000e+000	4.787538e+000
1.038978964919966e-002	0.000000e+000	1.948948e+000	5.000000e+000	5.000000e+000	4.737340e+000
1.039470360046794e-002	0.000000e+000	1.973518e+000	5.000000e+000	5.000000e+000	4.667041e+000
1.040244769650835e-002	0.000000e+000	2.012239e+000	5.000000e+000	5.000000e+000	4.542629e+000
1.041275149616041e-002	0.000000e+000	2.063757e+000	5.000000e+000	5.000000e+000	4.334760e+000
1.042860482623123e-002	0.000000e+000	2.143024e+000	5.000000e+000	5.000000e+000	3.927330e+000
1.043124056417219e-002	0.000000e+000	2.156203e+000	5.000000e+000	5.000000e+000	3.819180e+000
1.043651204005411e-002	0.000000e+000	2.182560e+000	5.000000e+000	5.000000e+000	3.443963e+000
1.043826612435577e-002	0.000000e+000	2.191331e+000	5.000000e+000	5.000000e+000	3.138206e+000
1.043930560106493e-002	0.000000e+000	2.196528e+000	5.000000e+000	5.000000e+000	2.789946e+000
1.044041202440823e-002	0.000000e+000	2.202060e+000	5.000000e+000	5.000000e+000	2.342354e+000
1.044152966513211e-002	0.000000e+000	2.207648e+000	5.000000e+000	5.000000e+000	1.910788e+000
1.044256291082966e-002	0.000000e+000	2.212815e+000	5.000000e+000	5.000000e+000	1.560774e+000
1.044358191031541e-002	0.000000e+000	2.217910e+000	5.000000e+000	5.000000e+000	1.322230e+000
1.044490010180057e-002	0.000000e+000	2.224500e+000	5.000000e+000	5.000000e+000	1.165645e+000
1.044597747511626e-002	0.000000e+000	2.229887e+000	5.000000e+000	5.000000e+000	1.104265e+000
1.044725654521794e-002	0.000000e+000	2.236283e+000	5.000000e+000	5.000000e+000	1.059967e+000
1.044940674937184e-002	0.000000e+000	2.247034e+000	5.000000e+000	5.000000e+000	1.005976e+000
1.045370715767965e-002	0.000000e+000	2.268536e+000	5.000000e+000	5.000000e+000	9.262046e-001
1.045933157065850e-002	0.000000e+000	2.296658e+000	5.000000e+000	5.000000e+000	8.492323e-001
1.046941406307324e-002	0.000000e+000	2.347070e+000	5.000000e+000	5.000000e+000	7.485896e-001
1.048353558043965e-002	0.000000e+000	2.417678e+000	5.000000e+000	5.000000e+000	6.428141e-001
1.050000000000000e-002	0.000000e+000	2.500000e+000	5.000000e+000	5.000000e+000	5.434679e-001
1.050318115154759e-002	0.000000e+000	2.515906e+000	4.968188e+000	5.000000e+000	5.140024e-001
1.050742268694438e-002	0.000000e+000	2.537113e+000	4.925773e+000	5.000000e+000	4.777379e-001
1.051590575773795e-002	0.000000e+000	2.579529e+000	4.840942e+000	5.000000e+000	4.138591e-001
1.053263445085305e-002	0.000000e+000	2.663172e+000	4.673656e+000	5.000000e+000	3.120196e-001
1.055986984093511e-002	0.000000e+000	2.799349e+000	4.401301e+000	5.000000e+000	1.905308e-001
1.058693063137531e-002	0.000000e+000	2.934653e+000	4.130694e+000	5.000000e+000	1.150642e-001
1.061515500186957e-002	0.000000e+000	3.075775e+000	3.848450e+000	5.000000e+000	7.529306e-002
1.064188548029894e-002	0.000000e+000	3.209427e+000	3.581145e+000	5.000000e+000	5.585450e-002
1.066720077331227e-002	0.000000e+000	3.336004e+000	3.327992e+000	5.000000e+000	4.271219e-002
1.069106761642386e-002	0.000000e+000	3.455338e+000	3.089324e+000	5.000000e+000	3.266517e-002
1.073013011642386e-002	0.000000e+000	3.650651e+000	2.698699e+000	5.000000e+000	2.853650e-002
1.076604007090654e-002	0.000000e+000	3.830200e+000	2.339599e+000	5.000000e+000	4.541570e-002
1.077092288340654e-002	0.000000e+000	3.854614e+000	2.290771e+000	5.000000e+000	5.162047e-002
1.078068850840654e-002	0.000000e+000	3.903443e+000	2.193115e+000	5.000000e+000	6.945804e-002
1.078213161397659e-002	0.000000e+000	3.910658e+000	2.178684e+000	5.000000e+000	7.240568e-002
1.078501782511667e-002	0.000000e+000	3.925089e+000	2.149822e+000	5.000000e+000	7.884147e-002
1.078685356066769e-002	0.000000e+000	3.934268e+000	2.131464e+000	5.000000e+000	8.311026e-002
1.078827545987314e-002	0.000000e+000	3.941377e+000	2.117245e+000	5.000000e+000	8.654550e-002
1.078914820872213e-002	0.000000e+000	3.945741e+000	2.108518e+000	5.000000e+000	8.870874e-002
1.078972673308277e-002	0.000000e+000	3.948634e+000	2.102733e+000	5.000000e+000	9.016834e-002
1.079011271416651e-002	0.000000e+000	3.950564e+000	2.098873e+000	5.000000e+000	9.115371e-002
1.079043206077131e-002	0.000000e+000	3.952160e+000	2.095679e+000	5.000000e+000	9.197661e-002
1.079085176986820e-002	0.000000e+000	3.954259e+000	2.091482e+000	5.000000e+000	9.306513e-002
1.079091520814813e-002	0.000000e+000	3.954576e+000	2.090848e+000	5.000000e+000	9.323047e-002
1.079104208470801e-002	0.000000e+000	3.955210e+000	2.089579e+000	5.000000e+000	9.356245e-002
1.079114153976283e-002	0.000000e+000	3.955708e+000	2.088585e+000	5.000001e+000	9.382325e-002
1.079126110281277e-002	0.000000e+000	3.956306e+000	2.087389e+000	5.000005e+000	9.413759e-002
1.079138315516416e-002	0.000000e+000	3.956916e+000	2.086169e+000	5.000012e+000	9.445909e-002
1.079139489082067e-002	0.000000e+000	3.956975e+000	2.086051e+000	5.000014e+000	9.449005e-002
1.079141836213370e-002	0.000000e+000	3.957092e+000	2.085816e+000	5.000019e+000	9.455203e-002
1.079146530475977e-002	0.000000e+000	3.957326e+000	2.085347e+000	5.000034e+000	9.467608e-002
1.079150944107712e-002	0.000000e+000	3.957547e+000	2.084906e+000	5.000067e+000	9.479281e-002
1.079153815118670e-002	0.000000e+000	3.957691e+000	2.084619e+000	5.000132e+000	9.486880e-002
1.079155841834333e-002	0.000000e+000	3.957792e+000	2.084416e+000	5.000328e+000	9.492253e-002
1.079157288193243e-002	0.000000e+000	3.957865e+000	2.084271e+000	5.000898e+000	9.496097e-002
1.079158404706532e-002	0.000000e+000	3.957920e+000	2.084160e+000	5.002352e+000	9.499058e-002
1.079159298078903e-002	0.000000e+000	3.957965e+000	2.084070e+000	5.004869e+000	9.501412e-002
1.079159416087949e-002	0.000000e+000	3.957971e+000	2.084058e+000	5.005797e+000	9.501725e-002
1.079159652106042e-002	0.000000e+000	3.957983e+000	2.084035e+000	5.009069e+000	9.502356e-002
1.079159774401544e-002	0.000000e+000	3.957989e+000	2.084023e+000	5.010527e+000	9.502681e-002
1.079159874917417e-002	0.000000e+000	3.957994e+000	2.084013e+000	5.006108e+000	9.502945e-002
1.079159970456675e-002	0.000000e+000	3.957999e+000	2.084003e+000	4.969687e+000	9.503195e-002
1.079160083001815e-002	0.000000e+000	3.958004e+000	2.083992e+000	4.810902e+000	9.503490e-002
1.079160203343091e-002	0.000000e+000	3.958010e+000	2.083980e+000	4.138937e+000	9.503809e-002
1.079160331383060e-002	0.000000e+000	3.958017e+000	2.083967e+000	2.283701e+000	9.504151e-002
1.079160335491006e-002	0.000000e+000	3.958017e+000	2.083966e+000	1.851352e+000	9.504163e-002
1.079160336517993e-002	0.000000e+000	3.958017e+000	2.083966e+000	1.655096e+000	9.504166e-002
1.079160339085459e-002	0.000000e+000	3.958017e+000	2.083966e+000	1.162768e+000	9.504172e-002
1.079160339213832e-002	0.000000e+000	3.958017e+000	2.083966e+000	1.138300e+000	9.504172e-002
1.079160339470579e-002	0.000000e+000	3.958017e+000	2.083966e+000	1.092764e+000	9.504173e-002
1.079160339984072e-002	0.000000e+000	3.958017e+000	2.083966e+000	1.012570e+000	9.504174e-002
1.079160340112446e-002	0.000000e+000	3.958017e+000	2.083966e+000	9.964157e-001	9.504175e-002
1.079160340369192e-002	0.000000e+000	3.958017e+000	2.083966e+000	9.729406e-001	9.504175e-002
1.079160340882686e-002	0.000000e+000	3.958017e+000	2.083966e+000	9.389682e-001	9.504177e-002
1.079160341909672e-002	0.000000e+000	3.958017e+000	2.083966e+000	8.925247e-001	9.504180e-002
1.079160343963645e-002	0.000000e+000	3.958017e+000	2.083966e+000	8.301060e-001	9.504185e-002
1.079160348071591e-002	0.000000e+000	3.958017e+000	2.083965e+000	7.474572e-001	9.504196e-002
1.079160356287483e-002	0.000000e+000	3.958018e+000	2.083964e+000	6.434632e-001	9.504218e-002
1.079160372719268e-002	0.000000e+000	3.958019e+000	2.083963e+000	5.232212e-001	9.504263e-002
1.079160405582837e-002	0.000000e+000	3.958020e+000	2.083959e+000	3.874702e-001	9.504353e-002
1.079160443844133e-002	0.000000e+000	3.958022e+000	2.083956e+000	2.930652e-001	9.504458e-002
1.079160504894322e-002	0.000000e+000	3.958025e+000	2.083950e+000	2.056574e-001	9.504624e-002
1.079160626994698e-002	0.000000e+000	3.958031e+000	2.083937e+000	1.113803e-001	9.504952e-002
1.079160805874888e-002	0.000000e+000	3.958040e+000	2.083920e+000	4.509824e-002	9.505424e-002
1.079160989672309e-002	0.000000e+000	3.958050e+000	2.083901e+000	1.758952e-002	9.505904e-002
1.079161216729999e-002	0.000000e+000	3.958061e+000	2.083878e+000	6.560818e-003	9.506498e-002
1.079161426787732e-002	0.000000e+000	3.958071e+000	2.083857e+000	3.518854e-003	9.507050e-002
1.079161562150395e-002	0.000000e+000	3.958078e+000	2.083844e+000	2.759982e-003	9.507407e-002
1.079161708179890e-002	0.000000e+000	3.958085e+000	2.083829e+000	2.161923e-003	9.507788e-002
1.079161876411083e-002	0.000000e+000	3.958094e+000	2.083812e+000	1.620798e-003	9.508210e-002
1.079162148830684e-002	0.000000e+000	3.958107e+000	2.083785e+000	9.222983e-004	9.508893e-002
1.079162446902877e-002	0.000000e+000	3.958122e+000	2.083755e+000	4.178208e-004	9.509699e-002
1.079162788222736e-002	0.000000e+000	3.958139e+000	2.083721e+000	1.409149e-004	9.510656e-002
1.079163165750665e-002	0.000000e+000	3.958158e+000	2.083683e+000	4.766921e-005	9.511685e-002
1.079163558597340e-002	0.000000e+000	3.958178e+000	2.083644e+000	2.806761e-005	9.512730e-002
1.079164132278186e-002	0.000000e+000	3.958207e+000	2.083587e+000	1.915216e-005	9.514253e-002
1.079165279639878e-002	0.000000e+000	3.958264e+000	2.083472e+000	9.695286e-006	9.517297e-002
1.079167574363262e-002	0.000000e+000	3.958379e+000	2.083243e+000	3.105675e-006	9.523387e-002
1.079170287570754e-002	0.000000e+000	3.958514e+000	2.082971e+000	9.034584e-007	9.530592e-002
1.079174173017170e-002	0.000000e+000	3.958709e+000	2.082583e+000	3.090571e-007	9.540921e-002
1.079179831586132e-002	0.000000e+000	3.958992e+000	2.082017e+000	7.336861e-008	9.555984e-002
1.079189922761003e-002	0.000000e+000	3.959496e+000	2.081008e+000	4.949457e-008	9.582900e-002
1.079204945739929e-002	0.000000e+000	3.960247e+000	2.079505e+000	2.230844e-008	9.623089e-002
1.079227003883464e-002	0.000000e+000	3.961350e+000	2.077300e+000	2.844387e-008	9.682352e-002
1.079258497678350e-002	0.000000e+000	3.962925e+000	2.074150e+000	2.109608e-008	9.767491e-002
1.079302868713592e-002	0.000000e+000	3.965143e+000	2.069713e+000	2.457848e-008	9.888485e-002
1.079363402862604e-002	0.000000e+000	3.968170e+000	2.063660e+000	2.191521e-008	1.005547e-001
1.079437448032590e-002	0.000000e+000	3.971872e+000	2.056255e+000	2.129450e-008	1.026237e-001
1.079493678106248e-002	0.000000e+000	3.974684e+000	2.050632e+000	2.185795e-008	1.042171e-001
1.079556641875060e-002	0.000000e+000	3.977832e+000	2.044336e+000	2.324749e-008	1.060284e-001
1.079636042984750e-002	0.000000e+000	3.981802e+000	2.036396e+000	2.085894e-008	1.083563e-001
1.079778917720877e-002	0.000000e+000	3.988946e+000	2.022108e+000	2.240942e-008	1.126477e-001
1.079926683362537e-002	0.000000e+000	3.996334e+000	2.007332e+000	2.150467e-008	1.172521e-001
1.080203593747671e-002	0.000000e+000	4.010180e+000	1.979641e+000	2.234616e-008	1.263097e-001
1.080481488047753e-002	0.000000e+000	4.024075e+000	1.951851e+000	2.192246e-008	1.360769e-001
1.080976879437306e-002	0.000000e+000	4.048844e+000	1.902312e+000	2.249172e-008	1.555219e-001
1.081664803671819e-002	0.000000e+000	4.083240e+000	1.833520e+000	2.217197e-008	1.887106e-001
1.082892805084692e-002	0.000000e+000	4.144640e+000	1.710719e+000	2.228023e-008	2.703102e-001
1.083849726056703e-002	0.000000e+000	4.192486e+000	1.615027e+000	1.198377e-005	3.608701e-001
1.084077485884429e-002	0.000000e+000	4.203874e+000	1.592251e+000	9.894604e-006	4.000131e-001
1.084533005539882e-002	0.000000e+000	4.226650e+000	1.546699e+000	2.196137e-008	5.388132e-001
1.084646885453745e-002	0.000000e+000	4.232344e+000	1.535311e+000	2.206104e-008	8.336521e-001
1.084742822404685e-002	0.000000e+000	4.237141e+000	1.525718e+000	2.219406e-008	1.590044e+000
1.084805188281171e-002	0.000000e+000	4.240260e+000	1.519481e+000	2.219406e-008	2.206550e+000
1.084883294793418e-002	0.000000e+000	4.244165e+000	1.511670e+000	2.219406e-008	2.690907e+000
1.084952391216828e-002	0.000000e+000	4.247620e+000	1.504761e+000	2.219405e-008	2.862123e+000
1.085028518851827e-002	0.000000e+000	4.251426e+000	1.497148e+000	2.219405e-008	2.948715e+000
1.085180774121826e-002	0.000000e+000	4.259039e+000	1.481923e+000	2.219406e-008	3.069738e+000
1.085463072179565e-002	0.000000e+000	4.273154e+000	1.453693e+000	2.219405e-008	3.231731e+000
1.086022600341922e-002	0.000000e+000	4.301130e+000	1.397740e+000	2.219405e-008	3.467227e+000
1.086624592677041e-002	0.000000e+000	4.331230e+000	1.337541e+000	2.219405e-008	3.658458e+000
1.087732367320295e-002	0.000000e+000	4.386618e+000	1.226763e+000	2.219405e-008	3.920294e+000
1.089599028913292e-002	0.000000e+000	4.479951e+000	1.040097e+000	2.219405e-008	4.246496e+000
1.091807771807134e-002	0.000000e+000	4.590389e+000	8.192228e-001	2.219405e-008	4.509565e+000
1.094471317130681e-002	0.000000e+000	4.723566e+000	5.528683e-001	2.219405e-008	4.710580e+000
1.097189765011579e-002	0.000000e+000	4.859488e+000	2.810235e-001	2.219405e-008	4.859275e+000
1.100000000000000e-002	0.000000e+000	5.000000e+000	4.440892e-015	2.219428e-008	4.999918e+000
1.100235262027848e-002	0.000000e+000	5.000000e+000	1.480297e-015	2.219413e-008	4.999972e+000
1.101646834194937e-002	0.000000e+000	5.000000e+000	0.000000e+000	2.219405e-008	5.000000e+000
1.500000000000000e-002	0.000000e+000	5.000000e+000	0.000000e+000	2.219405e-008	5.000000e+000
1.501171875000000e-002	0.000000e+000	5.000000e+000	1.171875e-001	2.219405e-008	5.000004e+000
1.502734375000000e-002	0.000000e+000	5.000000e+000	2.734375e-001	2.219405e-008	4.999739e+000
1.505859375000000e-002	0.000000e+000	5.000000e+000	5.859375e-001	2.219405e-008	4.969911e+000
1.509765624999999e-002	0.000000e+000	5.000000e+000	9.765625e-001	2.219405e-008	4.791756e+000
1.513671874999999e-002	0.000000e+000	5.000000e+000	1.367188e+000	2.219406e-008	4.236331e+000
1.517578124999999e-002	0.000000e+000	5.000000e+000	1.757813e+000	2.219558e-008	3.205009e+000
1.517598017795050e-002	0.000000e+000	5.000000e+000	1.759802e+000	2.219516e-008	3.190325e+000
1.517637803385151e-002	0.000000e+000	5.000000e+000	1.763780e+000	2.219425e-008	3.137345e+000
1.517717374565355e-002	0.000000e+000	5.000000e+000	1.771737e+000	2.219419e-008	2.916926e+000
1.517832570877799e-002	0.000000e+000	5.000000e+000	1.783257e+000	2.219423e-008	2.258342e+000
1.517916052647978e-002	0.000000e+000	5.000000e+000	1.791605e+000	2.219426e-008	1.586165e+000
1.518007756717156e-002	0.000000e+000	5.000000e+000	1.800776e+000	2.219429e-008	9.899923e-001
1.518108997659545e-002	0.000000e+000	5.000000e+000	1.810900e+000	2.219431e-008	7.312900e-001
1.518213184384354e-002	0.000000e+000	5.000000e+000	1.821318e+000	2.219434e-008	6.699336e-001
1.518398782343086e-002	0.000000e+000	5.000000e+000	1.839878e+000	2.219439e-008	6.145268e-001
1.518727133046502e-002	0.000000e+000	5.000000e+000	1.872713e+000	2.219460e-008	5.516459e-001
1.519383834453334e-002	0.000000e+000	5.000000e+000	1.938383e+000	2.219637e-008	4.657365e-001
1.519745057218881e-002	0.000000e+000	5.000000e+000	1.974506e+000	2.219794e-008	4.290958e-001
1.519800308219259e-002	0.000000e+000	5.000000e+000	1.980031e+000	2.220084e-008	4.243807e-001
1.519910810220015e-002	0.000000e+000	5.000000e+000	1.991081e+000	2.221079e-008	4.156317e-001
1.520038309234794e-002	0.000000e+000	5.000000e+000	2.003831e+000	2.227604e-008	4.059293e-001
1.520120648580380e-002	0.000000e+000	5.000000e+000	2.012065e+000	2.253210e-008	3.999027e-001
1.520194431718923e-002	0.000000e+000	5.000000e+000	2.019443e+000	2.300651e-008	3.946851e-001
1.520272786984861e-002	0.000000e+000	5.000000e+000	2.027279e+000	2.436013e-008	3.892688e-001
1.520284218648909e-002	0.000000e+000	5.000000e+000	2.028422e+000	2.435089e-008	3.884918e-001
1.520307081977007e-002	0.000000e+000	5.000000e+000	2.030708e+000	5.850870e-009	3.869538e-001
1.520311563568394e-002	0.000000e+000	5.000000e+000	2.031156e+000	-1.327609e-007	3.866536e-001
1.520320526751168e-002	0.000000e+000	5.000000e+000	2.032053e+000	-1.321866e-006	3.860552e-001
1.520322767546861e-002	0.000000e+000	5.000000e+000	2.032277e+000	-4.569784e-006	3.859058e-001
1.520327249138248e-002	0.000000e+000	5.000000e+000	2.032725e+000	-3.673841e-005	3.856077e-001
1.520329040858244e-002	0.000000e+000	5.000000e+000	2.032904e+000	-1.285520e-004	3.854886e-001
1.520330249915344e-002	0.000000e+000	5.000000e+000	2.033025e+000	-4.140266e-004	3.854080e-001
1.520331041041893e-002	0.000000e+000	5.000000e+000	2.033104e+000	-9.299432e-004	3.853554e-001
1.520331602169123e-002	0.000000e+000	5.000000e+000	2.033160e+000	-1.544636e-003	3.853183e-001
1.520331922330939e-002	0.000000e+000	5.000000e+000	2.033192e+000	-1.841437e-003	3.852971e-001
1.520332177668350e-002	0.000000e+000	5.000000e+000	2.033218e+000	-1.217719e-003	3.852801e-001
1.520332523470905e-002	0.000000e+000	5.000000e+000	2.033252e+000	3.480627e-003	3.852572e-001
1.520332846887163e-002	0.000000e+000	5.000000e+000	2.033285e+000	2.131324e-002	3.852357e-001
1.520333335601198e-002	0.000000e+000	5.000000e+000	2.033334e+000	7.569737e-002	3.852033e-001
1.520333377804122e-002	0.000000e+000	5.000000e+000	2.033338e+000	8.458916e-002	3.852005e-001
1.520333462209968e-002	0.000000e+000	5.000000e+000	2.033346e+000	1.162622e-001	3.851949e-001
1.520333631021662e-002	0.000000e+000	5.000000e+000	2.033363e+000	2.180791e-001	3.851838e-001
1.520333724410776e-002	0.000000e+000	5.000000e+000	2.033372e+000	3.109413e-001	3.851776e-001
1.520333747758055e-002	0.000000e+000	5.000000e+000	2.033375e+000	3.532824e-001	3.851761e-001
1.520333794452612e-002	0.000000e+000	5.000000e+000	2.033380e+000	5.084943e-001	3.851730e-001
1.520333828909424e-002	0.000000e+000	5.000000e+000	2.033383e+000	7.605329e-001	3.851707e-001
1.520333837523626e-002	0.000000e+000	5.000000e+000	2.033384e+000	9.991774e-001	3.851702e-001
1.520333839677177e-002	0.000000e+000	5.000000e+000	2.033384e+000	1.192200e+000	3.851700e-001
1.520333843984279e-002	0.000000e+000	5.000000e+000	2.033384e+000	1.787332e+000	3.851697e-001
1.520333845061054e-002	0.000000e+000	5.000000e+000	2.033385e+000	1.943455e+000	3.851697e-001
1.520333847214605e-002	0.000000e+000	5.000000e+000	2.033385e+000	2.262826e+000	3.851695e-001
1.520333849098962e-002	0.000000e+000	5.000000e+000	2.033385e+000	2.546535e+000	3.851694e-001
1.520333849637350e-002	0.000000e+000	5.000000e+000	2.033385e+000	2.626074e+000	3.851694e-001
1.520333850714125e-002	0.000000e+000	5.000000e+000	2.033385e+000	2.776777e+000	3.851693e-001
1.520333850983319e-002	0.000000e+000	5.000000e+000	2.033385e+000	2.808434e+000	3.851693e-001
1.520333851521706e-002	0.000000e+000	5.000000e+000	2.033385e+000	2.854062e+000	3.851693e-001
1.520333852598482e-002	0.000000e+000	5.000000e+000	2.033385e+000	2.917306e+000	3.851692e-001
1.520333854752032e-002	0.000000e+000	5.000000e+000	2.033386e+000	3.003039e+000	3.851691e-001
1.520333859059134e-002	0.000000e+000	5.000000e+000	2.033386e+000	3.122686e+000	3.851688e-001
1.520333867673337e-002	0.000000e+000	5.000000e+000	2.033387e+000	3.296349e+000	3.851682e-001
1.520333884901743e-002	0.000000e+000	5.000000e+000	2.033388e+000	3.557891e+000	3.851671e-001
1.520333908697288e-002	0.000000e+000	5.000000e+000	2.033391e+000	3.834877e+000	3.851656e-001
1.520333943383245e-002	0.000000e+000	5.000000e+000	2.033394e+000	4.138454e+000	3.851633e-001
1.520334002330643e-002	0.000000e+000	5.000000e+000	2.033400e+000	4.533003e+000	3.851594e-001
1.520334034239472e-002	0.000000e+000	5.000000e+000	2.033403e+000	4.695192e+000	3.851573e-001
1.520334062786729e-002	0.000000e+000	5.000000e+000	2.033406e+000	4.799747e+000	3.851552e-001
1.520334088215041e-002	0.000000e+000	5.000000e+000	2.033409e+000	4.863203e+000	3.851532e-001
1.520334123115987e-002	0.000000e+000	5.000000e+000	2.033412e+000	4.917222e+000	3.851505e-001
1.520334158453633e-002	0.000000e+000	5.000000e+000	2.033416e+000	4.952137e+000	3.851480e-001
1.520334195368376e-002	0.000000e+000	5.000000e+000	2.033420e+000	4.974703e+000	3.851457e-001
1.520334231277198e-002	0.000000e+000	5.000000e+000	2.033423e+000	4.985476e+000	3.851435e-001
1.520334303094843e-002	0.000000e+000	5.000000e+000	2.033430e+000	4.992853e+000	3.851391e-001
