#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18988
#Date Time: 2019-04-24 18:01:31.138
#Trigger:Source: Channel 1Type: EdgeCondition: RisingLevel: -100 mVHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -4 V
#Channel 2: Range: 500 mV/div Offset: -2 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.030252950000000001,-0.013763381783789441,0.53374019934874584
-0.030245319999999999,-0.010115494121155422,0.52972182243166532
-0.030237690000000001,-0.013763381783789441,0.52536858077149473
-0.03023006,-0.013763381783789441,0.5216850685975043
-0.030222430000000002,-0.013763381783789441,0.51800155642351386
-0.0302148,-0.013763381783789441,0.51431804424952321
-0.030207169999999998,-0.013763381783789441,0.5102996673324427
-0.03019954,-0.013763381783789441,0.50628129041536218
-0.030191909999999999,-0.017411269446423461,0.50226291349828167
-0.030184280000000001,-0.013763381783789441,0.49891426606738132
-0.030176649999999999,-0.013763381783789441,0.49556561863648074
-0.030169020000000001,-0.010115494121155422,0.49188210646249031
-0.03016139,-0.010115494121155422,0.48819859428849988
-0.030153760000000002,-0.013763381783789441,0.4848499468575993
-0.03014613,-0.013763381783789441,0.48150129942669895
-0.030138499999999999,-0.013763381783789441,0.47781778725270851
-0.030130870000000001,-0.013763381783789441,0.47446913982180794
-0.030123239999999999,-0.013763381783789441,0.47112049239090759
-0.030115610000000001,-0.013763381783789441,0.46777184496000701
-0.030107979999999999,-0.013763381783789441,0.46408833278601658
-0.030100350000000001,-0.013763381783789441,0.46107455009820608
-0.03009272,-0.013763381783789441,0.45772590266730573
-0.030085090000000002,-0.013763381783789441,0.45471211997949523
-0.03007746,-0.013763381783789441,0.45169833729168496
-0.030069829999999999,-0.013763381783789441,0.44834968986078438
-0.030062200000000001,-0.013763381783789441,0.44533590717297411
-0.030054569999999999,-0.013763381783789441,0.44198725974207353
-0.030046940000000001,-0.013763381783789441,0.43897347705426326
-0.03003931,-0.013763381783789441,0.43562482962336269
-0.030031680000000002,-0.013763381783789441,0.43294591167864249
-0.03002405,-0.010115494121155422,0.429932128990832
-0.030016419999999999,-0.013763381783789441,0.4269183463030215
-0.03000879,-0.013763381783789441,0.42390456361521123
-0.030001159999999999,-0.013763381783789441,0.42089078092740073
-0.029993530000000001,-0.013763381783789441,0.41754213349650038
-0.029985899999999999,-0.013763381783789441,0.41486321555177996
-0.029978270000000001,-0.017411269446423461,0.41218429760705955
-0.02997064,-0.013763381783789441,0.40917051491924927
-0.029963010000000002,-0.017411269446423461,0.40649159697452886
-0.02995538,-0.013763381783789441,0.40347781428671836
-0.029947749999999999,-0.013763381783789441,0.40079889634199817
-0.029940120000000001,-0.013763381783789441,0.39778511365418767
-0.029932489999999999,-0.013763381783789441,0.3947713309663774
-0.029924860000000001,-0.013763381783789441,0.39209241302165698
-0.02991723,-0.013763381783789441,0.39008322456311673
-0.029909600000000001,-0.013763381783789441,0.38706944187530623
-0.02990197,-0.013763381783789441,0.38439052393058581
-0.029894340000000002,-0.013763381783789441,0.38171160598586562
-0.02988671,-0.013763381783789441,0.3790326880411452
-0.029879079999999999,-0.017411269446423461,0.37635377009642479
-0.029871450000000001,-0.017411269446423461,0.37333998740861452
-0.029863819999999999,-0.013763381783789441,0.37099593420698418
-0.029856190000000001,-0.013763381783789441,0.36865188100535384
-0.02984856,-0.013763381783789441,0.36630782780372351
-0.029840930000000002,-0.013763381783789441,0.36362890985900309
-0.0298333,-0.013763381783789441,0.36161972140046283
-0.029825669999999999,-0.013763381783789441,0.35860593871265256
-0.029818040000000001,-0.010115494121155422,0.35592702076793215
-0.029810409999999999,-0.013763381783789441,0.35358296756630181
-0.029802780000000001,-0.013763381783789441,0.35123891436467147
-0.029795149999999999,-0.013763381783789441,0.34889486116304114
-0.029787520000000001,-0.013763381783789441,0.3465508079614108
-0.02977989,-0.013763381783789441,0.34387189001669038
-0.029772260000000002,-0.013763381783789441,0.34186270155815013
-0.02976463,-0.013763381783789441,0.33951864835652001
-0.029756999999999999,-0.013763381783789441,0.3368397304117996
-0.029749370000000001,-0.017411269446423461,0.33449567721016926
-0.029741739999999999,-0.017411269446423461,0.33248648875162901
-0.029734110000000001,-0.017411269446423461,0.32980757080690859
-0.02972648,-0.017411269446423461,0.32779838234836833
-0.029718850000000002,-0.013763381783789441,0.32578919388982808
-0.02971122,-0.017411269446423461,0.32378000543128782
-0.029703589999999998,-0.013763381783789441,0.32143595222965748
-0.02969596,-0.017411269446423461,0.31909189902802715
-0.029688329999999999,-0.013763381783789441,0.31708271056948689
-0.029680700000000001,-0.013763381783789441,0.31473865736785656
-0.029673069999999999,-0.017411269446423461,0.31205973942313614
-0.029665440000000001,-0.013763381783789441,0.30971568622150603
-0.02965781,-0.013763381783789441,0.30770649776296555
-0.029650180000000002,-0.017411269446423461,0.30603217404751537
-0.02964255,-0.017411269446423461,0.30402298558897511
-0.029634919999999999,-0.017411269446423461,0.30201379713043486
-0.029627290000000001,-0.017411269446423461,0.29966974392880452
-0.029619659999999999,-0.017411269446423461,0.29766055547026427
-0.029612030000000001,-0.017411269446423461,0.29565136701172401
-0.029604399999999999,-0.013763381783789441,0.29297244906700359
-0.029596770000000001,-0.017411269446423461,0.29129812535155342
-0.02958914,-0.017411269446423461,0.28928893689301316
-0.029581510000000002,-0.017411269446423461,0.28761461317756298
-0.02957388,-0.017411269446423461,0.28560542471902273
-0.029566249999999999,-0.013763381783789441,0.28393110100357255
-0.029558620000000001,-0.013763381783789441,0.28225677728812215
-0.029550989999999999,-0.013763381783789441,0.2802475888295819
-0.029543360000000001,-0.017411269446423461,0.27790353562795156
-0.02953573,-0.010115494121155422,0.27622921191250138
-0.029528100000000002,-0.010115494121155422,0.27422002345396113
-0.02952047,-0.013763381783789441,0.27254569973851095
-0.029512839999999999,-0.010115494121155422,0.27053651127997069
-0.02950521,-0.013763381783789441,0.26852732282143044
-0.029497579999999999,-0.013763381783789441,0.26685299910598026
-0.029489950000000001,-0.013763381783789441,0.26484381064744
-0.029482319999999999,-0.013763381783789441,0.2631694869319896
-0.029474690000000001,-0.010115494121155422,0.26149516321653943
-0.02946706,-0.010115494121155422,0.25982083950108925
-0.029459430000000002,-0.013763381783789441,0.25814651578563907
-0.0294518,-0.010115494121155422,0.25613732732709882
-0.029444169999999999,-0.013763381783789441,0.25412813886855856
-0.029436540000000001,-0.013763381783789441,0.25211895041001831
-0.029428909999999999,-0.010115494121155422,0.25077949143765799
-0.029421280000000001,-0.010115494121155422,0.24877030297911773
-0.02941365,-0.013763381783789441,0.24709597926366755
-0.029406020000000001,-0.013763381783789441,0.24542165554821738
-0.02939839,-0.013763381783789441,0.24374733183276698
-0.029390760000000002,-0.013763381783789441,0.24240787286040688
-0.02938313,-0.010115494121155422,0.2407335491449567
-0.029375499999999999,-0.013763381783789441,0.23905922542950653
-0.029367870000000001,-0.013763381783789441,0.23738490171405613
-0.029360239999999999,-0.013763381783789441,0.23571057799860595
-0.029352610000000001,-0.013763381783789441,0.23403625428315578
-0.02934498,-0.013763381783789441,0.2323619305677056
-0.029337350000000002,-0.010115494121155422,0.23102247159534528
-0.02932972,-0.013763381783789441,0.2293481478798951
-0.029322089999999999,-0.010115494121155422,0.22800868890753501
-0.029314460000000001,-0.013763381783789441,0.22599950044899475
-0.029306829999999999,-0.013763381783789441,0.22466004147663443
-0.029299200000000001,-0.013763381783789441,0.22332058250427433
-0.029291569999999999,-0.013763381783789441,0.22164625878882416
-0.029283940000000001,-0.013763381783789441,0.22030679981646406
-0.02927631,-0.013763381783789441,0.21930220558719382
-0.029268680000000002,-0.013763381783789441,0.21729301712865356
-0.02926105,-0.013763381783789441,0.21595355815629347
-0.029253419999999999,-0.010115494121155422,0.21427923444084307
-0.029245790000000001,-0.013763381783789441,0.21293977546848297
-0.029238159999999999,-0.013763381783789441,0.2112654517530328
-0.029230530000000001,-0.013763381783789441,0.20959112803758262
-0.0292229,-0.013763381783789441,0.20858653380831238
-0.029215270000000002,-0.017411269446423461,0.20657734534977212
-0.02920764,-0.013763381783789441,0.20557275112050188
-0.029200009999999998,-0.013763381783789441,0.20423329214814179
-0.02919238,-0.013763381783789441,0.20289383317578169
-0.029184749999999999,-0.013763381783789441,0.20121950946033129
-0.029177120000000001,-0.017411269446423461,0.19988005048797119
-0.029169489999999999,-0.010115494121155422,0.19921032100179104
-0.029161860000000001,-0.010115494121155422,0.19753599728634086
-0.02915423,-0.010115494121155422,0.19653140305707084
-0.029146600000000002,-0.013763381783789441,0.19519194408471052
-0.02913897,-0.010115494121155422,0.19418734985544051
-0.029131339999999999,-0.010115494121155422,0.19251302613999033
-0.029123710000000001,-0.013763381783789441,0.19117356716763001
-0.029116079999999999,-0.013763381783789441,0.18983410819526991
-0.029108450000000001,-0.010115494121155422,0.18849464922290959
-0.029100819999999999,-0.013763381783789441,0.1871551902505495
-0.029093190000000001,-0.010115494121155422,0.18548086653509932
-0.02908556,-0.013763381783789441,0.18447627230582908
-0.029077930000000002,-0.013763381783789441,0.18313681333346898
-0.0290703,-0.010115494121155422,0.18179735436110889
-0.029062669999999999,-0.013763381783789441,0.18045789538874857
-0.029055040000000001,-0.013763381783789441,0.17911843641638847
-0.029047409999999999,-0.013763381783789441,0.17844870693020831
-0.029039780000000001,-0.013763381783789441,0.17710924795784821
-0.02903215,-0.013763381783789441,0.1757697889854879
